player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P7767,Noel,Rentoulis,2004-09-19,71,211,Anglo,light,red,clean_shaven,L,P,,1,RP,CL,,,,,55,,,,52,50,50,50,52,52,49,0,0,65,0,0,0,,,,,0,,,,81,75,71,78,77,73,72,0,0,86,0,0,0,False,,,0,,,,,,0,50,closer,
P8271,Sung,Lin,2003-03-13,76,196,Asian,medium,black,clean_shaven,R,P,,1,RP,SP,,,,,48,,,,48,48,48,51,52,50,46,58,59,61,57,0,0,,,,,0,,,,57,55,60,62,53,57,60,70,72,67,63,0,0,False,,,0,,,,,,0,50,balanced_sp,
P2350,Jermaine,Allen,1994-04-30,74,187,African,medium,black,clean_shaven,R,P,,1,RP,RP,,,,,51,,,,48,48,48,50,52,51,47,55,62,62,0,0,0,,,,,0,,,,52,49,52,50,43,49,44,54,65,60,0,0,0,False,,,0,,,,,,0,50,power_rp,
P8195,Yong,Wang,1992-10-14,72,186,Asian,medium,black,clean_shaven,L,P,,1,RP,SP,,,,,48,,,,48,51,51,51,52,51,53,60,62,59,0,0,0,,,,,0,,,,45,51,45,51,46,45,46,53,57,54,0,0,0,False,,,0,,,,,,0,50,balanced_sp,
P5394,Francisco,Torres,2002-12-01,74,177,Hispanic,medium,brown,clean_shaven,R,P,,1,RP,LR,,,,,52,,,,50,49,48,50,52,52,50,0,0,61,0,0,0,,,,,0,,,,63,55,56,57,54,64,60,0,0,71,0,0,0,False,,,0,,,,,,0,50,long_relief,
P7039,Darnell,Green,1997-01-11,75,169,African,dark,black,clean_shaven,R,P,,1,RP,SP,,,,,49,,,,51,50,52,50,52,50,48,54,61,61,0,57,0,,,,,0,,,,50,52,51,51,49,49,51,52,61,60,0,55,0,False,,,0,,,,,,0,50,power_sp,
P7930,Darnell,Scott,1998-05-10,71,179,African,dark,brown,mustache,R,P,,1,RP,CL,,,,,49,,,,50,51,49,51,52,50,53,57,0,65,0,0,0,,,,,0,,,,64,65,63,57,57,56,65,69,0,77,0,0,0,False,,,0,,,,,,0,50,closer,
P3039,Sung,Tran,1995-06-27,68,250,Asian,medium,black,beard,L,P,,1,RP,RP,,,,,52,,,,52,50,48,50,52,50,51,56,56,0,58,0,0,,,,,0,,,,50,52,48,53,47,47,46,55,53,0,54,0,0,False,,,0,,,,,,0,50,groundball_rp,
P1650,Rufus,Scott,1998-06-21,72,188,African,dark,black,clean_shaven,L,P,,1,RP,SP,,,,,50,,,,52,52,49,50,52,51,52,53,54,56,62,0,0,,,,,0,,,,67,64,61,65,64,58,59,62,61,69,70,0,0,False,,,0,,,,,,0,50,groundball_sp,
P1590,Yong,Nguyen,2003-01-13,76,243,Asian,light,black,clean_shaven,S,P,,1,RP,SP,,,,,52,,,,52,51,52,52,52,50,52,62,59,59,0,0,0,,,,,0,,,,63,56,57,60,65,64,67,72,69,66,0,0,0,False,,,0,,,,,,0,50,balanced_sp,
P2073,Sung,Patel,1987-11-22,77,169,Asian,medium,black,mustache,L,P,,1,RP,SP,,,,,51,,,,49,51,49,52,52,52,50,0,60,61,0,0,0,,,,,0,,,,39,50,47,46,40,42,47,0,51,61,0,0,0,False,,,0,,,,,,0,50,power_sp,
P8305,Yong,Choi,1992-08-26,74,245,Asian,light,black,clean_shaven,L,C,,0,,,52,48,51,52,48,51,46,52,50,48,,,,,,,,,,,,47,38,42,42,48,0,0,52,43,40,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P4273,Raul,Reyes,2000-11-15,70,186,Hispanic,medium,brown,mustache,L,1B,,0,,,48,55,52,48,48,51,44,52,50,49,,,,,,,,,,,,54,61,59,62,48,0,0,52,62,64,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P6447,Barton,Figuroa,2003-05-24,78,205,Anglo,medium,brown,clean_shaven,R,2B,,0,,,61,49,50,51,51,49,52,49,49,48,,,,,,,,,,,,73,55,58,65,51,0,0,49,58,61,,,,,,,,,,,,False,,,0,,,,,,0,50,,spray
P9158,Fernando,Reyes,2000-02-10,71,226,Hispanic,medium,brown,beard,R,3B,,0,,,50,61,48,51,49,51,53,50,48,49,,,,,,,,,,,,61,68,60,66,49,0,0,50,55,57,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P1444,Deshawn,Allen,2001-02-08,77,211,African,dark,brown,mustache,R,SS,,0,,,49,48,70,50,49,49,55,51,49,51,,,,,,,,,,,,59,61,85,60,49,0,0,51,57,66,,,,,,,,,,,,False,,,0,,,,,,0,50,,speed
P4371,Ricardo,Reyes,1987-09-22,75,172,Hispanic,light,black,mustache,R,LF,,0,,,51,57,48,51,51,49,53,50,50,48,,,,,,,,,,,,46,56,45,49,51,0,0,50,48,43,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P2561,Waylon,Vinci,1991-11-11,77,166,Anglo,dark,black,clean_shaven,S,CF,LF,0,,,50,49,49,50,52,48,52,48,49,49,,,,,,,,,,,,47,44,41,41,52,0,0,48,48,48,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P9351,Malik,Young,2002-02-18,73,240,African,dark,brown,clean_shaven,L,RF,,0,,,52,48,52,51,50,52,47,52,50,49,,,,,,,,,,,,63,60,61,60,50,0,0,52,60,54,,,,,,,,,,,,False,,,0,,,,,,0,50,,average
P3359,Sung,Tanaka,1988-03-19,76,177,Asian,medium,black,beard,R,CF,,0,,,60,52,49,52,52,50,53,52,49,50,,,,,,,,,,,,54,44,49,45,52,0,0,52,42,47,,,,,,,,,,,,False,,,0,,,,,,0,50,,spray
P6956,Eddy,Caffarel,1989-01-01,70,198,Anglo,light,blonde,mustache,R,SS,3B,0,,,48,49,70,51,49,51,55,48,49,49,,,,,,,,,,,,43,39,69,45,49,0,0,48,41,42,,,,,,,,,,,,False,,,0,,,,,,0,50,,speed
P4984,Sung,Khan,1999-12-20,72,237,Asian,medium,brown,mustache,R,LF,,0,,,50,48,50,51,52,52,54,49,49,50,,,,,,,,,,,,61,58,60,57,52,0,0,49,54,60,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P6928,Sung,Liu,1994-10-29,77,212,Asian,medium,black,clean_shaven,R,LF,,0,,,49,51,70,50,50,52,54,51,52,49,,,,,,,,,,,,50,49,74,46,50,0,0,51,47,44,,,,,,,,,,,,False,,,0,,,,,,0,50,,speed
P1893,Deshawn,Taylor,2002-01-26,68,189,African,dark,black,clean_shaven,R,LF,,0,,,51,62,52,51,49,52,54,51,49,51,,,,,,,,,,,,66,70,57,64,49,0,0,51,57,65,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P6888,Carlos,Gomez,1998-04-16,77,215,Hispanic,dark,blonde,goatee,R,CF,,0,,,51,48,48,50,48,50,52,49,48,51,,,,,,,,,,,,63,60,63,61,48,0,0,49,63,60,,,,,,,,,,,,False,,,0,,,,,,0,50,,average
P5038,Cedric,Robinson,2001-05-19,76,192,African,dark,black,clean_shaven,L,P,,1,RP,CL,,,,,55,,,,52,50,50,50,52,49,51,0,56,65,0,0,0,,,,,0,,,,60,65,61,58,59,54,64,0,70,75,0,0,0,False,,,0,,,,,,0,50,closer,
P1178,Leroy,Robinson,1999-09-22,69,166,African,medium,black,mustache,L,P,,1,RP,RP,,,,,49,,,,48,48,52,51,52,48,46,0,54,0,60,0,0,,,,,0,,,,56,54,64,63,62,58,61,0,62,0,66,0,0,False,,,0,,,,,,0,50,groundball_rp,
P3824,Jamal,Wright,1998-08-17,78,201,African,dark,black,goatee,R,P,,1,RP,SP,,,,,52,,,,49,50,52,50,52,51,50,53,0,0,59,0,0,,,,,0,,,,59,61,63,66,66,61,58,59,0,0,66,0,0,False,,,0,,,,,,0,50,groundball_sp,
P9177,Xavier,Jackson,1988-08-10,69,231,African,dark,brown,clean_shaven,R,P,,1,RP,RP,,,,,49,,,,52,52,52,50,52,48,52,0,58,58,57,0,0,,,,,0,,,,48,43,41,43,44,43,43,0,57,58,53,0,0,False,,,0,,,,,,0,50,power_rp,
P8182,Jorge,Hernandez,1995-07-05,73,207,Hispanic,medium,brown,beard,L,P,,1,RP,RP,,,,,50,,,,51,48,48,51,52,49,50,0,61,58,0,0,0,,,,,0,,,,50,48,54,50,53,53,54,0,58,59,0,0,0,False,,,0,,,,,,0,50,power_rp,
P5866,Malcom,Filteau,1996-06-20,71,178,Anglo,light,blonde,clean_shaven,R,P,,1,RP,SP,,,,,48,,,,50,50,50,52,52,50,49,55,0,54,61,0,0,,,,,0,,,,51,46,54,53,53,47,45,57,0,53,59,0,0,False,,,0,,,,,,0,50,groundball_sp,
P3500,Manuel,Delgado,1998-05-18,77,241,Hispanic,medium,black,clean_shaven,R,P,,1,RP,SP,,,,,50,,,,50,52,50,50,52,50,51,60,62,55,57,0,0,,,,,0,,,,60,57,61,58,60,64,59,72,70,70,72,0,0,False,,,0,,,,,,0,50,finesse_sp,
P1030,Vern,Winkelbauer,2001-11-19,73,204,Anglo,medium,black,clean_shaven,R,LF,,0,,,50,62,52,49,49,49,54,48,52,48,,,,,,,,,,,,61,69,66,57,49,0,0,48,58,59,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P8714,Tyrone,Scott,1991-04-23,77,161,African,dark,black,mustache,R,C,,0,,,52,50,70,50,49,48,56,49,51,49,,,,,,,,,,,,43,42,60,46,49,0,0,49,48,41,,,,,,,,,,,,False,,,0,,,,,,0,50,,speed
P9275,Guy,Szulimowski,1994-09-27,77,248,Anglo,medium,black,clean_shaven,R,C,,0,,,50,48,49,51,52,49,54,50,52,49,,,,,,,,,,,,46,51,51,46,52,0,0,50,50,53,,,,,,,,,,,,False,,,0,,,,,,0,50,,average
P5729,Roberto,Vasquez,1999-12-19,78,166,Hispanic,light,black,mustache,R,3B,,0,,,50,59,48,50,51,52,54,50,51,50,,,,,,,,,,,,58,71,62,55,51,0,0,50,66,64,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P9062,Hector,Reyes,1997-12-04,74,211,Hispanic,medium,brown,goatee,R,RF,,0,,,51,49,49,50,51,51,53,52,51,51,,,,,,,,,,,,55,44,50,50,51,0,0,52,56,47,,,,,,,,,,,,False,,,0,,,,,,0,50,,average
P2297,Darnell,Walker,1989-09-03,76,193,African,dark,black,goatee,L,LF,,0,,,51,59,48,52,51,49,48,52,48,52,,,,,,,,,,,,42,58,42,47,51,0,0,52,39,51,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P9900,Chance,Litwiler,1996-10-02,71,180,Anglo,light,red,beard,R,C,,0,,,48,50,51,49,51,52,52,51,50,49,,,,,,,,,,,,53,45,49,54,51,0,0,51,53,45,,,,,,,,,,,,False,,,0,,,,,,0,50,,average
P2562,Sung,Yamamoto,1993-06-27,71,167,Asian,medium,black,clean_shaven,R,C,,0,,,52,50,52,51,49,51,52,50,48,50,,,,,,,,,,,,42,45,43,50,49,0,0,50,42,41,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P6945,Carlos,Vasquez,2004-07-31,75,217,Hispanic,medium,brown,clean_shaven,R,P,,1,RP,CL,,,,,55,,,,50,49,48,51,52,49,49,0,0,65,0,0,0,,,,,0,,,,67,68,74,70,72,78,79,0,0,85,0,0,0,False,,,0,,,,,,0,50,closer,
P7538,Raul,Ramirez,2006-05-17,73,244,Hispanic,medium,brown,beard,R,P,,1,RP,SP,,,,,52,,,,49,50,52,50,52,50,49,0,59,60,0,0,0,,,,,0,,,,70,80,63,74,75,66,74,0,81,76,0,0,0,False,,,0,,,,,,0,50,power_sp,
P9414,Erin,Debow,2007-06-04,72,206,Anglo,light,black,clean_shaven,R,P,,1,RP,RP,,,,,49,,,,50,50,49,50,52,50,51,0,54,55,61,0,0,,,,,0,,,,72,80,74,68,67,71,81,0,64,85,91,0,0,False,,,0,,,,,,0,50,groundball_rp,
P5484,Yong,Pham,2006-12-08,72,190,Asian,light,black,clean_shaven,R,P,,1,RP,SP,,,,,51,,,,48,49,50,50,52,51,51,53,0,53,58,0,0,,,,,0,,,,61,77,63,71,76,71,69,63,0,76,82,0,0,False,,,0,,,,,,0,50,groundball_sp,
P7256,Miguel,Reyes,2006-07-17,71,211,Hispanic,medium,brown,beard,R,P,,1,RP,SP,,,,,52,,,,50,50,50,50,52,49,50,53,55,55,59,0,0,,,,,0,,,,71,79,67,75,67,67,75,80,75,78,84,0,0,False,,,0,,,,,,0,50,groundball_sp,
P6368,Yong,Huang,2006-08-05,77,229,Asian,light,black,clean_shaven,L,1B,,0,,,48,49,51,51,51,52,47,50,49,48,,,,,,,,,,,,72,69,65,72,51,0,0,50,67,67,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P1378,Yong,Tanaka,2005-03-16,73,232,Asian,light,black,clean_shaven,L,LF,,0,,,49,48,70,49,49,51,48,52,48,52,,,,,,,,,,,,66,71,84,71,49,0,0,52,58,67,,,,,,,,,,,,False,,,0,,,,,,0,50,,speed
P7393,Xavier,Mitchell,2004-11-12,68,245,African,dark,black,mustache,S,1B,,0,,,52,58,52,51,51,50,50,51,52,49,,,,,,,,,,,,63,83,69,68,51,0,0,51,67,68,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P1933,Rafael,Reyes,2004-12-20,73,197,Hispanic,medium,brown,clean_shaven,R,3B,,0,,,51,48,51,50,48,51,55,50,52,48,,,,,,,,,,,,77,58,66,68,48,0,0,50,68,66,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P1403,Rufus,Harris,2004-07-11,74,207,African,medium,black,clean_shaven,S,C,,0,,,52,49,85,51,51,52,51,51,49,51,,,,,,,,,,,,68,74,99,63,51,0,0,51,59,77,,,,,,,,,,,,False,,,0,,,,,,0,50,,elite_speed
P1801,Yong,Le,2004-08-14,75,242,Asian,medium,black,clean_shaven,L,P,,1,RP,CL,,,,,55,,,,48,51,49,50,52,52,53,54,0,65,0,0,0,,,,,0,,,,78,61,64,66,62,68,63,65,0,80,0,0,0,False,,,0,,,,,,0,50,closer,
P6488,Yong,Patel,2002-12-03,69,211,Asian,medium,black,clean_shaven,L,P,,1,RP,SP,,,,,48,,,,48,52,50,50,52,48,53,58,58,0,0,0,0,,,,,0,,,,61,67,56,57,58,63,63,67,70,0,0,0,0,False,,,0,,,,,,0,50,finesse_sp,
P4133,Tyrone,Mitchell,1989-02-03,69,238,African,dark,black,clean_shaven,R,P,,1,RP,RP,,,,,49,,,,49,48,48,50,52,49,48,0,62,61,0,56,0,,,,,0,,,,44,45,40,44,43,40,46,0,61,55,0,54,0,False,,,0,,,,,,0,50,power_rp,
P8516,Rufus,Green,2003-09-28,71,189,African,dark,brown,clean_shaven,R,P,,1,RP,RP,,,,,52,,,,50,50,48,50,52,49,52,0,61,60,0,0,0,,,,,0,,,,60,55,64,60,61,61,63,0,69,66,0,0,0,False,,,0,,,,,,0,50,power_rp,
P8567,Noe,Salomone,1997-09-21,70,246,Anglo,medium,black,beard,L,P,,1,RP,RP,,,,,49,,,,51,50,50,50,52,52,51,0,62,0,0,0,0,,,,,0,,,,47,55,55,51,47,50,48,0,60,0,0,0,0,False,,,0,,,,,,0,50,power_rp,
P2613,Yong,Hassan,1996-08-23,73,189,Asian,light,black,clean_shaven,R,P,,1,RP,LR,,,,,48,,,,50,52,51,50,52,51,54,59,59,0,0,0,0,,,,,0,,,,47,51,47,55,51,55,56,54,62,0,0,0,0,False,,,0,,,,,,0,50,long_relief,
P9776,Yong,Zhang,1999-11-21,75,170,Asian,light,black,mustache,R,P,,1,RP,SP,,,,,49,,,,48,51,48,50,52,48,52,55,0,0,60,0,0,,,,,0,,,,60,58,64,58,55,54,62,66,0,0,66,0,0,False,,,0,,,,,,0,50,groundball_sp,
P3535,Darnell,King,1998-01-07,71,208,African,dark,black,clean_shaven,R,P,,1,RP,SP,,,,,50,,,,50,49,48,50,52,48,50,0,0,54,59,0,0,,,,,0,,,,59,61,63,67,59,57,56,0,0,60,65,0,0,False,,,0,,,,,,0,50,groundball_sp,
P9836,Sung,Chen,1997-01-05,70,222,Asian,light,black,mustache,L,P,,1,RP,RP,,,,,51,,,,51,51,52,52,52,51,50,59,60,0,0,0,0,,,,,0,,,,50,46,56,47,51,55,46,60,59,0,0,0,0,False,,,0,,,,,,0,50,finesse_rp,
P2129,Francisco,Gonzalez,1992-05-27,78,213,Hispanic,light,blonde,clean_shaven,S,P,,1,RP,SP,,,,,50,,,,48,52,52,52,52,52,52,55,56,0,62,0,0,,,,,0,,,,44,43,51,45,51,50,46,50,49,0,60,0,0,False,,,0,,,,,,0,50,groundball_sp,
P6832,Raul,Mendoza,1995-01-27,75,216,Hispanic,medium,brown,mustache,L,P,,1,RP,SP,,,,,50,,,,50,48,51,52,52,49,50,0,61,60,55,55,0,,,,,0,,,,55,52,47,48,54,49,54,0,60,55,52,55,0,False,,,0,,,,,,0,50,power_sp,
P8527,Sung,Choi,1987-11-26,75,170,Asian,medium,black,clean_shaven,R,C,,0,,,48,48,52,51,48,49,53,49,49,48,,,,,,,,,,,,40,48,49,44,48,0,0,49,47,39,,,,,,,,,,,,False,,,0,,,,,,0,50,,average
