player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P7714,Manuel,Diaz,1996-04-17,78,221,Hispanic,dark,brown,beard,R,P,,1,RP,CL,,,,,55,,,,49,51,51,51,52,50,49,56,53,65,0,0,0,,,,,0,,,,44,55,49,55,46,53,49,59,57,70,0,0,0,False,,,0,,,,,,0,50,closer,
P9076,Fernando,Rivera,2001-05-20,78,177,Hispanic,light,brown,goatee,R,P,,1,RP,SP,,,,,50,,,,52,48,49,52,52,51,47,59,61,61,0,0,0,,,,,0,,,,58,62,59,58,63,64,56,67,75,76,0,0,0,False,,,0,,,,,,0,50,balanced_sp,
P8626,Tyrone,Wright,1992-01-04,77,218,African,dark,black,clean_shaven,L,P,,1,RP,SP,,,,,51,,,,49,52,49,50,52,51,52,60,59,0,0,0,0,,,,,0,,,,42,46,41,50,48,44,48,52,50,0,0,0,0,False,,,0,,,,,,0,50,workhorse_sp,
P2563,Francisco,Gomez,1997-06-24,77,166,Hispanic,medium,brown,clean_shaven,R,P,,1,RP,SP,,,,,48,,,,48,51,50,50,52,49,53,53,0,57,62,0,0,,,,,0,,,,52,48,49,52,54,48,50,56,0,60,59,0,0,False,,,0,,,,,,0,50,groundball_sp,
P6452,Clement,Odess,1998-11-06,72,224,Anglo,light,blonde,clean_shaven,L,P,,1,RP,SP,,,,,51,,,,51,51,49,52,52,48,50,58,0,61,0,0,0,,,,,0,,,,64,62,59,66,61,58,61,69,0,69,0,0,0,False,,,0,,,,,,0,50,balanced_sp,
P5967,Jermaine,King,1991-07-31,69,205,African,dark,black,beard,L,P,,1,RP,RP,,,,,51,,,,51,48,51,50,52,52,50,60,60,55,0,0,0,,,,,0,,,,49,43,41,42,46,46,46,57,55,51,0,0,0,False,,,0,,,,,,0,50,finesse_rp,
P6075,Sung,Liu,2002-05-22,72,160,Asian,light,black,clean_shaven,L,P,,1,RP,SP,,,,,50,,,,52,52,51,51,52,48,54,58,62,59,53,0,0,,,,,0,,,,59,58,59,67,60,54,69,68,76,68,66,0,0,False,,,0,,,,,,0,50,balanced_sp,
P6330,Percy,Mitchell,1987-09-25,78,216,African,medium,black,beard,R,P,,1,RP,CL,,,,,49,,,,50,49,48,51,52,48,51,55,0,65,0,0,0,,,,,0,,,,49,44,48,48,39,40,49,50,0,61,0,0,0,False,,,0,,,,,,0,50,closer,
P6738,Scot,Stallsworth,1989-11-20,75,217,Anglo,light,brown,clean_shaven,R,P,,1,RP,SP,,,,,50,,,,51,49,48,52,52,51,50,53,53,0,62,0,0,,,,,0,,,,46,49,52,45,46,46,43,52,44,0,62,0,0,False,,,0,,,,,,0,50,groundball_sp,
P3569,Noel,Verd,1999-01-02,73,177,Anglo,medium,blonde,clean_shaven,R,P,,1,RP,SP,,,,,48,,,,52,50,48,52,52,50,52,58,60,61,54,0,0,,,,,0,,,,60,63,63,63,63,64,61,70,72,71,68,0,0,False,,,0,,,,,,0,50,balanced_sp,
P5202,Samuel,Tappendorf,1992-03-20,78,216,Anglo,dark,black,clean_shaven,L,P,,1,RP,SP,,,,,50,,,,49,51,50,50,52,48,50,0,58,61,0,0,0,,,,,0,,,,43,43,45,48,47,45,42,0,51,58,0,0,0,False,,,0,,,,,,0,50,workhorse_sp,
P3265,Ricardo,Reyes,1998-08-14,73,231,Hispanic,light,brown,clean_shaven,L,C,,0,,,49,49,52,51,49,51,45,50,51,51,,,,,,,,,,,,55,58,61,56,49,0,0,50,59,59,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P7161,Yong,Hassan,2000-12-07,69,228,Asian,medium,black,beard,L,1B,,0,,,50,59,51,51,49,50,45,49,48,49,,,,,,,,,,,,56,69,63,66,49,0,0,49,58,54,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
P5011,Kyle,Kornn,2004-11-01,77,207,Anglo,light,brown,clean_shaven,R,2B,,0,,,49,51,48,48,50,51,52,48,51,50,,,,,,,,,,,,71,66,66,64,50,0,0,48,71,72,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P3921,Sung,Tanaka,1987-08-02,71,247,Asian,light,black,clean_shaven,R,3B,,0,,,52,51,70,51,52,49,56,52,51,52,,,,,,,,,,,,43,45,61,45,52,0,0,52,47,44,,,,,,,,,,,,False,,,0,,,,,,0,50,,speed
P2180,Jamal,Jefferson,2002-03-18,77,165,African,dark,brown,clean_shaven,L,SS,3B,0,,,51,52,70,50,51,49,45,48,52,49,,,,,,,,,,,,61,59,81,60,51,0,0,48,58,54,,,,,,,,,,,,False,,,0,,,,,,0,50,,speed
P6525,Yong,Tanaka,1988-11-05,71,200,Asian,medium,black,mustache,L,LF,,0,,,49,52,49,50,50,52,45,49,52,49,,,,,,,,,,,,46,52,47,50,50,0,0,49,46,44,,,,,,,,,,,,False,,,0,,,,,,0,50,,balanced
P1889,Sung,Zhang,1987-06-08,76,235,Asian,medium,black,clean_shaven,R,CF,,0,,,50,59,48,51,49,51,52,49,52,50,,,,,,,,,,,,50,55,45,47,49,0,0,49,43,42,,,,,,,,,,,,False,,,0,,,,,,0,50,,power
