player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P6477,Malik,Baker,2000-11-20,76,166,African,medium,black,clean_shaven,R,P,,1,RP,CL,,,,,55,,,,49,48,48,50,52,50,46,0,0,65,0,0,0,,,,,0,,,,56,56,62,64,53,63,57,0,0,78,0,0,0,False,,,0,,,,,,0,50,closer,
P2403,August,Hammette,1994-10-15,77,248,Anglo,medium,brown,clean_shaven,R,P,,1,RP,SP,,,,,49,,,,48,48,48,51,52,51,49,61,59,0,0,0,0,,,,,0,,,,44,53,55,54,48,47,46,58,54,0,0,0,0,False,,,0,,,,,,0,50,balanced_sp,
P4663,Cedric,Young,1994-11-13,71,186,African,dark,black,goatee,S,P,,1,RP,CL,,,,,52,,,,52,52,52,50,52,51,50,0,0,65,0,0,0,,,,,0,,,,54,53,45,56,57,46,45,0,0,64,0,0,0,False,,,0,,,,,,0,50,closer,
P4052,Mel,Deckard,1988-03-05,78,220,Anglo,light,black,mustache,R,P,,1,RP,CL,,,,,52,,,,49,51,50,50,52,52,52,53,57,65,0,0,0,,,,,0,,,,49,41,42,42,40,47,51,50,48,55,0,0,0,False,,,0,,,,,,0,50,closer,
P4807,Xavier,Jefferson,1988-01-29,75,226,African,medium,black,clean_shaven,S,P,,1,RP,CL,,,,,48,,,,51,52,51,50,52,49,53,0,0,65,0,0,0,,,,,0,,,,44,44,47,48,45,45,48,0,0,60,0,0,0,False,,,0,,,,,,0,50,closer,
P8413,Sung,Khan,1989-03-03,74,227,Asian,medium,black,clean_shaven,S,P,,1,RP,SP,,,,,50,,,,48,50,48,51,52,49,52,0,62,61,56,57,0,,,,,0,,,,40,44,48,44,39,48,45,0,57,52,47,48,0,False,,,0,,,,,,0,50,power_sp,
P6559,Xavier,Robinson,1991-09-12,74,211,African,dark,black,clean_shaven,R,P,,1,RP,SP,,,,,49,,,,50,50,52,50,52,48,49,62,59,0,0,0,0,,,,,0,,,,46,50,45,51,42,46,46,55,55,0,0,0,0,False,,,0,,,,,,0,50,finesse_sp,
P2306,Cedric,Jackson,1998-09-08,78,224,African,dark,black,mustache,R,P,,1,RP,SP,,,,,52,,,,51,49,48,50,52,50,51,58,61,59,53,0,0,,,,,0,,,,65,60,63,65,54,61,65,63,70,67,65,0,0,False,,,0,,,,,,0,50,balanced_sp,
P4891,Rufus,Mitchell,1993-10-30,78,234,African,dark,black,goatee,S,P,,1,RP,SP,,,,,48,,,,48,48,51,50,52,51,50,53,54,56,59,0,0,,,,,0,,,,39,46,42,42,49,45,42,44,46,49,59,0,0,False,,,0,,,,,,0,50,groundball_sp,
P4023,Sung,Choi,1988-09-16,75,231,Asian,light,black,clean_shaven,R,P,,1,RP,SP,,,,,51,,,,52,48,51,51,52,52,48,61,61,60,0,55,0,,,,,0,,,,44,40,42,47,41,48,44,52,55,57,0,46,0,False,,,0,,,,,,0,50,balanced_sp,
P1951,Dallas,Berkstresser,1998-04-21,77,217,Anglo,light,brown,clean_shaven,L,P,,1,RP,SP,,,,,50,,,,48,50,49,52,52,52,51,53,58,59,54,0,0,,,,,0,,,,54,62,65,58,55,65,63,65,73,67,61,0,0,False,,,0,,,,,,0,50,power_sp,
P3189,Tobias,Cademartori,1990-12-04,73,180,Anglo,light,red,clean_shaven,R,C,,0,,,49,51,49,50,50,51,55,51,50,51,,,,,,,,,,,,47,43,43,42,50,0,0,51,40,50,,,,,,,,,,,,False,,,0,,,,,,0,50,,average
P4829,Myles,Seekford,1992-07-04,69,229,Anglo,light,blonde,beard,L,1B,,0,,,54,48,91,50,49,51,47,48,49,51,,,,,,,,,,,,46,39,90,48,49,0,0,48,48,46,,,,,,,,,,,,False,,,0,,,,,,0,50,,elite_speed
