player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P7713,Kerry,Demer,2001-06-09,71,202,Anglo,light,brown,clean_shaven,S,P,,1,RP,CL,,,,,55,,,,50,50,50,51,52,51,49,54,56,65,0,0,0,,,,,0,,,,55,58,65,63,64,63,61,59,69,76,0,0,0,False,,,0,,,,,,0,50,closer,
P4315,Sung,Pham,1998-08-31,71,197,Asian,light,black,mustache,R,P,,1,RP,RP,,,,,51,,,,51,52,52,50,52,49,54,0,58,0,0,0,0,,,,,0,,,,66,60,62,60,58,59,68,0,73,0,0,0,0,False,,,0,,,,,,0,50,finesse_rp,
P6031,Wm,Bisson,1989-07-14,73,211,Anglo,medium,blonde,clean_shaven,S,P,,1,RP,CL,,,,,51,,,,49,48,50,51,52,52,47,0,0,65,0,0,0,,,,,0,,,,49,43,44,48,49,44,38,0,0,56,0,0,0,False,,,0,,,,,,0,50,closer,
P7730,Cedric,Young,1994-06-18,77,206,African,dark,black,clean_shaven,L,P,,1,RP,SP,,,,,50,,,,50,50,50,51,52,50,52,61,60,0,0,0,0,,,,,0,,,,55,52,47,50,54,51,51,66,65,0,0,0,0,False,,,0,,,,,,0,50,finesse_sp,
P2367,Malik,Green,1987-09-10,68,169,African,dark,black,clean_shaven,R,P,,1,RP,SP,,,,,50,,,,48,51,48,51,52,48,53,0,56,0,58,0,0,,,,,0,,,,48,48,48,42,43,47,53,0,47,0,51,0,0,False,,,0,,,,,,0,50,groundball_sp,
P3986,Wally,Toher,1987-06-14,74,197,Anglo,medium,brown,beard,L,P,,1,RP,SP,,,,,49,,,,50,48,51,51,52,52,49,61,0,62,0,0,0,,,,,0,,,,50,46,41,47,45,50,44,59,0,52,0,0,0,False,,,0,,,,,,0,50,workhorse_sp,
P2760,Percy,Carter,1990-09-04,77,198,African,dark,black,mustache,L,P,,1,RP,RP,,,,,49,,,,49,51,48,51,52,52,50,0,60,60,0,0,0,,,,,0,,,,41,50,46,44,46,52,41,0,51,56,0,0,0,False,,,0,,,,,,0,50,power_rp,
P9049,Leroy,Jackson,1998-11-20,74,224,African,medium,black,clean_shaven,R,P,,1,RP,SP,,,,,52,,,,50,51,48,50,52,50,52,0,59,59,0,0,0,,,,,0,,,,59,65,59,59,59,65,63,0,66,68,0,0,0,False,,,0,,,,,,0,50,power_sp,
P3508,Herman,Barriger,1993-07-01,69,165,Anglo,medium,brown,clean_shaven,L,P,,1,RP,SP,,,,,50,,,,51,51,49,50,52,49,50,59,60,0,0,0,0,,,,,0,,,,42,46,40,47,40,41,41,59,55,0,0,0,0,False,,,0,,,,,,0,50,workhorse_sp,
P5837,Edward,Schlein,2000-03-31,78,170,Anglo,dark,black,clean_shaven,R,P,,1,RP,SP,,,,,51,,,,52,48,50,52,52,51,46,60,62,0,0,0,0,,,,,0,,,,58,54,65,58,61,61,57,75,75,0,0,0,0,False,,,0,,,,,,0,50,finesse_sp,
