player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P2938,Hector,Vasquez,2001-03-20,78,244,Hispanic,light,brown,clean_shaven,L,P,,1,RP,CL,,,,,55,,,,48,51,50,50,52,51,49,0,0,65,0,0,0,,,,,0,,,,56,58,57,64,55,57,62,0,0,76,0,0,0,False,,,0,,,,,,0,50,closer,
P1765,Kraig,Horine,1999-01-20,73,170,Anglo,medium,black,goatee,S,P,,1,RP,SP,,,,,50,,,,49,51,48,52,52,50,51,0,58,59,56,57,0,,,,,0,,,,64,57,63,57,62,65,62,0,73,72,71,68,0,False,,,0,,,,,,0,50,power_sp,
P4392,Leroy,Young,1995-02-01,78,245,African,medium,black,clean_shaven,R,P,,1,RP,SP,,,,,50,,,,50,50,51,50,52,50,49,60,60,59,0,54,0,,,,,0,,,,46,55,53,53,46,46,48,61,59,64,0,49,0,False,,,0,,,,,,0,50,workhorse_sp,
P2353,Alejandro,Delgado,1989-08-13,72,209,Hispanic,dark,brown,mustache,L,P,,1,RP,SP,,,,,51,,,,51,52,51,50,52,48,53,53,54,53,61,0,0,,,,,0,,,,49,52,47,50,45,44,44,44,53,46,54,0,0,False,,,0,,,,,,0,50,groundball_sp,
P3949,Yong,Singh,2004-02-10,75,191,Asian,dark,black,clean_shaven,R,P,,1,RP,SP,,,,,49,,,,52,49,52,51,52,52,48,61,58,0,0,0,0,,,,,0,,,,73,73,61,70,81,73,60,81,88,0,0,0,0,False,,,0,,,,,,0,50,finesse_sp,
P3353,Percy,Harris,1994-12-26,73,207,African,dark,black,clean_shaven,R,P,,1,RP,SP,,,,,48,,,,48,48,50,50,52,48,47,56,54,55,59,0,0,,,,,0,,,,53,50,50,54,52,47,50,52,59,56,56,0,0,False,,,0,,,,,,0,50,groundball_sp,
P4389,Yong,Le,1996-03-14,69,231,Asian,medium,black,beard,L,P,,1,RP,SP,,,,,50,,,,48,49,51,51,52,48,48,0,54,57,60,0,0,,,,,0,,,,50,45,47,57,55,43,48,0,58,58,64,0,0,False,,,0,,,,,,0,50,groundball_sp,
P6724,Miguel,Martinez,1999-03-22,78,238,Hispanic,light,brown,clean_shaven,S,P,,1,RP,SP,,,,,50,,,,48,48,52,50,52,49,48,56,0,0,59,0,0,,,,,0,,,,59,62,65,66,60,59,58,71,0,0,65,0,0,False,,,0,,,,,,0,50,groundball_sp,
P4837,Sung,Nguyen,1997-09-26,74,235,Asian,dark,black,mustache,R,P,,1,RP,SP,,,,,51,,,,50,49,51,50,52,49,51,0,59,60,54,0,0,,,,,0,,,,45,46,52,50,46,54,55,0,63,58,49,0,0,False,,,0,,,,,,0,50,power_sp,
P4202,Billy,Trabue,1992-01-17,71,197,Anglo,medium,red,mustache,R,P,,1,RP,SP,,,,,52,,,,51,48,49,50,52,51,48,58,59,0,56,0,0,,,,,0,,,,49,43,48,42,47,44,44,53,55,0,49,0,0,False,,,0,,,,,,0,50,finesse_sp,
