player_id,first_name,last_name,bats,throws,primary_position,other_positions,is_pitcher,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,role,preferred_pitching_role,hitter_archetype,pitcher_archetype,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,durability
D20250001,Hector,Guerrero,L,R,C,[],False,2007-02-11,69,193,Anglo,light,blonde,clean_shaven,,,elite_speed,,51,51,85,51,48,49,48,50,52,49,0,0,0,0,0,0,0,0,0,0,0,63,81,98,64,48,0,0,50,68,70,0,0,0,0,0,0,0,0,0,0,0,67
D20250002,Marshall,Griffis,R,R,2B,[],False,2007-10-21,73,219,Hispanic,medium,black,clean_shaven,,,spray,,57,51,49,50,49,50,56,48,51,49,0,0,0,0,0,0,0,0,0,0,0,73,79,64,74,49,0,0,48,77,61,0,0,0,0,0,0,0,0,0,0,0,68
D20250003,Deshawn,Carter,L,R,3B,[],False,2007-07-14,71,222,Hispanic,medium,brown,clean_shaven,,,spray,,57,49,51,51,51,49,48,50,51,49,0,0,0,0,0,0,0,0,0,0,0,79,60,74,63,51,0,0,50,65,63,0,0,0,0,0,0,0,0,0,0,0,70
D20250004,Leroy,Allen,L,L,P,[],True,2007-10-23,68,241,Hispanic,medium,brown,clean_shaven,RP,RP,,groundball_rp,0,0,0,0,51,53,52,0,50,49,50,50,52,52,49,0,55,0,60,0,0,0,0,0,0,0,0,0,0,69,73,78,62,80,80,66,0,78,0,90,0,0,61
D20250005,Miguel,Gomez,S,R,P,[],True,2007-11-16,71,235,Hispanic,dark,blonde,clean_shaven,RP,CL,,closer,0,0,0,0,55,66,50,0,50,50,48,50,52,49,52,0,53,65,0,0,0,0,0,0,0,0,0,0,0,77,74,79,80,63,64,63,0,76,77,0,0,0,58
D20250006,Arnoldo,Offret,L,R,1B,[],False,2007-10-13,70,210,Anglo,light,brown,beard,,,gap,,51,50,48,50,51,49,44,50,50,52,0,0,0,0,0,0,0,0,0,0,0,66,60,74,73,51,0,0,50,73,70,0,0,0,0,0,0,0,0,0,0,0,67
D20250007,Juan,Hernandez,L,R,RF,[],False,2007-11-13,77,214,African,dark,black,mustache,,,balanced,,52,51,50,49,52,49,46,52,52,52,0,0,0,0,0,0,0,0,0,0,0,62,79,66,72,52,0,0,52,79,62,0,0,0,0,0,0,0,0,0,0,0,64
D20250008,Tyrone,Gaines,S,R,P,[],True,2007-12-05,71,220,Anglo,light,black,beard,RP,SP,,power_sp,0,0,0,0,48,58,50,0,50,51,49,50,52,49,51,53,61,61,0,57,0,0,0,0,0,0,0,0,0,70,76,73,64,71,69,63,79,79,79,0,79,0,57
D20250009,Xavier,Harris,S,L,P,[],True,2007-03-22,75,173,Anglo,light,red,clean_shaven,RP,CL,,closer,0,0,0,0,55,48,52,0,52,52,49,50,52,50,54,0,0,65,0,0,0,0,0,0,0,0,0,0,0,75,67,77,80,68,80,81,0,0,80,0,0,0,70
D20250010,Jorge,Gonzalez,R,R,P,[],True,2007-09-23,77,191,Anglo,light,brown,clean_shaven,RP,CL,,closer,0,0,0,0,55,45,50,0,51,52,48,50,52,50,53,57,56,65,0,0,0,0,0,0,0,0,0,0,0,77,76,73,73,75,77,79,71,71,84,0,0,0,58
