player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P6833,Sung,Lin,1990-08-02,78,189,Asian,light,black,goatee,R,P,,1,RP,CL,,,,,55,,,,52,51,51,50,52,52,51,54,0,65,0,0,0,,,,,0,,,,42,50,44,51,42,45,42,44,0,58,0,0,0,False,,,0,,,,,,0,50,closer,
P1453,Fernando,Ramos,2004-03-08,69,180,Hispanic,light,blonde,mustache,R,P,,1,RP,SP,,,,,52,,,,48,49,49,50,52,52,50,53,60,60,0,54,0,,,,,0,,,,77,69,79,75,69,80,68,66,88,87,0,66,0,False,,,0,,,,,,0,50,power_sp,
P9279,Jamal,Allen,1987-06-04,77,210,African,medium,black,clean_shaven,L,P,,1,RP,RP,,,,,51,,,,49,50,50,50,52,48,49,0,60,60,0,0,0,,,,,0,,,,47,48,46,46,43,46,49,0,56,51,0,0,0,False,,,0,,,,,,0,50,power_rp,
P1626,Malik,Baker,1988-04-16,76,168,African,dark,black,clean_shaven,R,P,,1,RP,SP,,,,,48,,,,50,48,49,50,52,50,50,60,61,59,54,0,0,,,,,0,,,,44,45,47,43,43,49,49,54,53,54,44,0,0,False,,,0,,,,,,0,50,workhorse_sp,
P2518,Lenard,Liebel,1988-02-12,68,232,Anglo,light,black,beard,R,P,,1,RP,RP,,,,,49,,,,52,50,48,52,52,52,52,0,57,56,62,0,0,,,,,0,,,,44,40,52,45,45,48,49,0,56,55,62,0,0,False,,,0,,,,,,0,50,groundball_rp,
P9449,Yong,Yamamoto,2004-06-18,69,210,Asian,medium,black,clean_shaven,R,P,,1,RP,SP,,,,,31,,,,50,51,51,51,52,48,50,54,58,58,0,0,0,,,,,44,,,,75,62,71,81,73,75,61,72,78,70,0,0,0,False,,,0,,,,,,0,50,power_sp,
P2136,Yong,Pham,1990-02-12,69,243,Asian,medium,black,clean_shaven,R,P,,1,RP,SP,,,,,52,,,,48,50,50,52,52,48,49,62,62,58,0,56,0,,,,,0,,,,44,44,50,51,46,47,46,56,58,53,0,46,0,False,,,0,,,,,,0,50,balanced_sp,
P5259,Alec,Dollarhide,1999-08-17,73,217,Anglo,light,brown,beard,S,P,,1,RP,SP,,,,,48,,,,52,51,51,51,52,49,49,59,62,0,0,0,0,,,,,0,,,,67,65,65,59,60,60,60,65,67,0,0,0,0,False,,,0,,,,,,0,50,finesse_sp,
P2812,Eduardo,Diaz,1990-03-17,77,235,Hispanic,medium,black,clean_shaven,R,P,,1,RP,LR,,,,,48,,,,49,48,48,50,52,48,48,61,0,62,0,0,0,,,,,0,,,,47,45,45,52,46,43,48,60,0,56,0,0,0,False,,,0,,,,,,0,50,long_relief,
P8036,Leroy,Walker,1995-06-09,68,161,African,dark,black,beard,R,P,,1,RP,CL,,,,,51,,,,51,52,49,51,52,51,51,56,53,65,0,0,0,,,,,0,,,,48,57,54,49,44,47,47,56,49,65,0,0,0,False,,,0,,,,,,0,50,closer,
