player_id,first_name,last_name,bats,throws,primary_position,other_positions,is_pitcher,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,role,preferred_pitching_role,hitter_archetype,pitcher_archetype,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,durability
D20270001,Johnathon,Tschannen,S,R,C,['RF'],False,2009-12-23,77,240,Anglo,medium,black,clean_shaven,,,average,,52,49,48,51,48,49,52,50,48,50,0,0,0,0,0,0,0,0,0,0,0,70,63,73,75,48,0,0,50,62,69,0,0,0,0,0,0,0,0,0,0,0,67
D20270002,Miguel,Martinez,R,R,LF,['RF'],False,2009-05-08,72,243,Anglo,medium,brown,clean_shaven,,,balanced,,48,52,49,49,48,51,55,52,52,51,0,0,0,0,0,0,0,0,0,0,0,59,69,60,78,48,0,0,52,66,79,0,0,0,0,0,0,0,0,0,0,0,67
D20270003,Barton,Hattaway,S,R,P,[],True,2009-05-28,73,161,Hispanic,dark,black,clean_shaven,RP,RP,,groundball_rp,0,0,0,0,51,42,49,0,51,48,49,50,52,49,47,0,0,0,58,0,0,0,0,0,0,0,0,0,0,80,68,76,77,64,65,66,0,0,0,84,0,0,67
D20270004,Ernest,Oxford,L,R,C,[],False,2009-09-13,77,187,Anglo,medium,red,clean_shaven,,,spray,,58,51,51,49,50,50,48,49,52,49,0,0,0,0,0,0,0,0,0,0,0,77,78,76,76,50,0,0,49,68,79,0,0,0,0,0,0,0,0,0,0,0,71
D20270005,Luis,Rodriguez,R,R,LF,[],False,2009-09-10,74,201,Hispanic,dark,brown,clean_shaven,,,gap,,51,49,49,50,49,50,54,51,51,49,0,0,0,0,0,0,0,0,0,0,0,71,59,73,72,49,0,0,51,80,78,0,0,0,0,0,0,0,0,0,0,0,73
D20270006,Cody,Napoli,L,R,SS,[],False,2009-06-19,78,221,Anglo,dark,blonde,clean_shaven,,,elite_speed,,49,52,85,49,51,49,47,49,50,49,0,0,0,0,0,0,0,0,0,0,0,59,78,99,69,51,0,0,49,68,68,0,0,0,0,0,0,0,0,0,0,0,67
D20270007,Sung,Huang,S,R,2B,[],False,2009-12-21,69,198,Anglo,light,black,clean_shaven,,,gap,,48,52,49,50,48,48,50,52,51,48,0,0,0,0,0,0,0,0,0,0,0,66,73,62,80,48,0,0,52,80,69,0,0,0,0,0,0,0,0,0,0,0,70
D20270008,Tyrone,Allen,R,R,P,['RF'],True,2009-05-25,75,200,Hispanic,medium,brown,goatee,RP,SP,,finesse_sp,0,0,0,0,51,44,47,0,52,49,52,52,52,48,47,59,61,0,0,0,0,0,0,0,0,0,0,0,0,73,67,64,71,64,63,64,70,84,0,0,0,0,65
D20270009,Francisco,Morales,L,L,P,[],True,2009-06-24,72,177,Anglo,light,black,goatee,RP,RP,,power_rp,0,0,0,0,48,46,52,0,51,51,48,50,52,48,52,0,61,58,0,0,0,0,0,0,0,0,0,0,0,69,67,74,71,60,73,79,0,72,68,0,0,0,68
D20270010,Roberto,Ramirez,R,R,1B,[],False,2009-06-04,76,201,Hispanic,medium,brown,beard,,,average,,52,52,52,51,49,51,55,49,50,52,0,0,0,0,0,0,0,0,0,0,0,81,64,78,63,49,0,0,49,68,78,0,0,0,0,0,0,0,0,0,0,0,67
D20270011,Fernando,Guerrero,R,R,RF,[],False,2009-07-26,74,241,Anglo,light,black,clean_shaven,,,power,,51,59,51,50,49,52,55,49,52,49,0,0,0,0,0,0,0,0,0,0,0,78,88,68,64,49,0,0,49,71,62,0,0,0,0,0,0,0,0,0,0,0,62
D20270012,Kristofer,Katoa,R,R,P,[],True,2009-01-10,77,182,Anglo,dark,red,clean_shaven,RP,RP,,power_rp,0,0,0,0,48,47,50,0,50,48,49,50,52,48,48,56,58,62,0,0,0,0,0,0,0,0,0,0,0,79,66,64,63,69,72,66,82,88,85,0,0,0,60
D20270013,Len,Lesa,L,R,3B,[],False,2009-06-19,75,162,Anglo,medium,brown,clean_shaven,,,average,,48,52,49,50,51,48,48,51,48,48,0,0,0,0,0,0,0,0,0,0,0,65,79,69,74,51,0,0,51,70,66,0,0,0,0,0,0,0,0,0,0,0,77
D20270014,Mckinley,Huey,R,R,CF,[],False,2009-08-18,73,213,Hispanic,medium,black,clean_shaven,,,speed,,48,49,70,49,50,49,52,50,50,50,0,0,0,0,0,0,0,0,0,0,0,74,68,96,63,50,0,0,50,77,71,0,0,0,0,0,0,0,0,0,0,0,69
D20270015,Yong,Nguyen,R,R,P,[],True,2009-04-02,71,175,Anglo,light,red,beard,RP,RP,,power_rp,0,0,0,0,49,49,49,0,51,50,51,50,52,51,50,0,58,59,0,57,0,0,0,0,0,0,0,0,0,75,67,75,77,66,78,76,0,87,86,0,86,0,62
D20270016,Yong,Choi,L,R,P,[],True,2009-06-09,74,183,Hispanic,dark,brown,clean_shaven,RP,RP,,power_rp,0,0,0,0,51,54,46,0,52,49,50,52,52,50,47,0,62,60,0,53,0,0,0,0,0,0,0,0,0,65,78,82,67,74,66,73,0,85,82,0,64,0,54
D20270017,Tyson,Sportsman,R,R,2B,[],False,2009-11-05,69,209,Anglo,light,black,clean_shaven,,,speed,,51,48,70,51,48,49,54,49,52,50,0,0,0,0,0,0,0,0,0,0,0,81,63,82,61,48,0,0,49,67,70,0,0,0,0,0,0,0,0,0,0,0,62
D20270018,Jeramy,Thielen,R,R,CF,[],False,2009-01-24,77,248,African,medium,black,mustache,,,spray,,58,48,51,51,51,52,54,48,49,52,0,0,0,0,0,0,0,0,0,0,0,74,62,66,81,51,0,0,48,76,63,0,0,0,0,0,0,0,0,0,0,0,65
D20270019,Armand,Atkisson,R,R,2B,[],False,2009-03-03,69,225,Hispanic,light,black,clean_shaven,,,power,,50,58,49,49,50,49,54,49,50,48,0,0,0,0,0,0,0,0,0,0,0,71,77,75,76,50,0,0,49,75,73,0,0,0,0,0,0,0,0,0,0,0,65
D20270020,Jonas,Iannaccone,R,R,P,[],True,2009-11-15,71,205,Anglo,light,black,clean_shaven,RP,CL,,closer,0,0,0,0,55,41,46,0,52,51,48,51,52,49,51,0,0,65,0,0,0,0,0,0,0,0,0,0,0,74,72,70,66,73,71,80,0,0,80,0,0,0,71
D20270021,Levi,Marengo,R,R,2B,[],False,2009-07-01,73,175,Anglo,light,black,clean_shaven,,,power,,52,60,49,49,49,50,53,48,49,48,0,0,0,0,0,0,0,0,0,0,0,78,90,74,65,49,0,0,48,65,75,0,0,0,0,0,0,0,0,0,0,0,67
D20270022,Cody,Napoli,R,R,LF,[],False,2009-10-26,70,223,Hispanic,dark,brown,goatee,,,elite_speed,,49,49,85,49,51,52,55,48,48,50,0,0,0,0,0,0,0,0,0,0,0,68,73,99,67,51,0,0,48,72,80,0,0,0,0,0,0,0,0,0,0,0,67
D20270023,Rufus,Robinson,R,R,P,[],True,2009-01-05,74,213,Hispanic,medium,brown,clean_shaven,RP,RP,,power_rp,0,0,0,0,51,59,49,0,48,48,50,50,52,49,49,0,60,62,0,55,0,0,0,0,0,0,0,0,0,68,70,78,69,71,73,77,0,84,78,0,79,0,63
D20270024,Richard,Amadon,S,L,P,[],True,2009-08-24,75,236,Anglo,light,brown,clean_shaven,RP,CL,,closer,0,0,0,0,55,56,53,0,52,50,52,50,52,52,51,57,56,65,0,0,0,0,0,0,0,0,0,0,0,64,79,67,66,81,64,75,83,72,77,0,0,0,53
D20270025,Roberto,Ramirez,R,R,C,[],False,2009-10-25,77,194,Hispanic,medium,black,clean_shaven,,,gap,,48,48,51,51,50,49,54,48,49,52,0,0,0,0,0,0,0,0,0,0,0,69,73,66,81,50,0,0,48,62,74,0,0,0,0,0,0,0,0,0,0,0,67
