player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P9823,Ricardo,Rodriguez,1995-03-13,76,223,Hispanic,medium,black,clean_shaven,R,P,,1,RP,CL,,,,,55,,,,48,52,49,50,52,51,68,0,0,65,0,0,0,,,,,0,,,,49,57,45,51,48,47,46,0,0,68,0,0,0,False,,,1,,,,,,0,50,closer,
P7878,Floyd,Lataquin,1998-09-12,74,231,Anglo,medium,brown,clean_shaven,R,P,,1,RP,RP,,,,,48,,,,55,51,51,50,52,49,51,0,60,60,54,0,0,,,,,0,,,,60,61,57,64,58,55,61,0,71,68,64,0,0,False,,,1,,,,,,0,50,power_rp,
P4139,Sung,Li,1988-03-12,75,190,Asian,medium,black,goatee,L,P,,1,RP,SP,,,,,52,,,,52,49,51,51,52,50,48,60,62,55,76,0,0,,,,,0,,,,52,44,45,43,45,49,39,53,59,55,50,0,0,False,,,1,,,,,,0,50,finesse_sp,
P8828,Leonardo,Dearinger,1988-09-07,77,178,Anglo,medium,black,beard,R,P,,1,RP,SP,,,,,48,,,,48,50,52,50,52,50,68,0,59,61,53,0,0,,,,,0,,,,45,46,40,44,49,45,46,0,49,54,53,0,0,False,,,1,,,,,,0,50,power_sp,
P7933,Tyrone,Mitchell,2004-07-01,71,202,African,dark,brown,clean_shaven,S,P,,1,RP,SP,,,,,52,,,,51,53,50,52,52,51,49,59,61,53,54,0,0,,,,,0,,,,64,72,63,79,63,80,62,71,89,79,84,0,0,False,,,1,,,,,,0,50,finesse_sp,
P3056,Yong,Huang,1987-06-25,70,220,Asian,medium,black,goatee,S,P,,1,RP,SP,,,,,51,,,,50,50,52,50,52,48,51,53,0,73,61,0,0,,,,,0,,,,41,49,49,51,46,45,46,50,0,52,59,0,0,False,,,1,,,,,,0,50,groundball_sp,
P4515,Michal,Okuna,1991-01-14,77,246,Anglo,light,black,clean_shaven,R,P,,1,RP,RP,,,,,51,,,,49,49,50,50,52,51,68,0,60,0,0,0,0,,,,,0,,,,47,43,42,42,50,50,41,0,57,0,0,0,0,False,,,1,,,,,,0,50,power_rp,
P8464,Jose,Mendoza,1989-07-25,68,194,Hispanic,light,blonde,clean_shaven,R,P,,1,RP,SP,,,,,50,,,,51,49,50,50,52,48,50,54,59,80,0,53,0,,,,,0,,,,43,43,45,48,50,43,47,44,51,54,0,46,0,False,,,1,,,,,,0,50,power_sp,
P1668,Juan,Mendoza,1998-06-21,69,213,Hispanic,medium,blonde,beard,R,P,,1,RP,RP,,,,,49,,,,53,50,49,52,52,49,51,0,60,0,0,0,0,,,,,0,,,,61,64,57,61,61,56,61,0,67,0,0,0,0,False,,,1,,,,,,0,50,power_rp,
P4778,Kris,Saltourides,1995-07-14,73,231,Anglo,light,blonde,beard,R,P,,1,RP,SP,,,,,51,,,,49,52,51,50,52,51,52,0,81,59,0,0,0,,,,,0,,,,46,54,47,53,54,54,48,0,63,61,0,0,0,False,,,1,,,,,,0,50,workhorse_sp,
